period	category	brand	deal_type	sales	cogs	qty
2026-06	საყოფაცხოვრებო ტექნიკა,ჩასაშენებელი ტექნიკა,ჩასაშენებელი ჭურჭლის სარეცხი მანქანა	MIDEA	installment	1490.00	870.00	1
2026-06	საყოფაცხოვრებო ტექნიკა,წვრილი ტექნიკა,აეროგრილი	DREAME	installment	890.00	471.20	1
2026-06	საყოფაცხოვრებო ტექნიკა,წყლის დისპენსერი	BEKO	installment	650.00	374.00	1
2026-06	საყოფაცხოვრებო ტექნიკა,წყლის დისპენსერი	CHIGO	installment	510.00	290.00	1
2026-06	საყოფაცხოვრებო ტექნიკა,წყლის დისპენსერი	DIXI	installment	1020.00	500.00	2
2026-06	საყოფაცხოვრებო ტექნიკა,წყლის დისპენსერი	Millen	installment	620.00	359.00	1
2026-06	საყოფაცხოვრებო ტექნიკა,ჭურჭლის სარეცხი მანქანა	BEKO	installment	1430.00	751.00	1
2026-06	საყოფაცხოვრებო ტექნიკა,ჭურჭლის სარეცხი მანქანა	MARAZZI	installment	2910.00	1650.00	2
2026-06	საყოფაცხოვრებო ტექნიკა,ჭურჭლის სარეცხი მანქანა	MIDEA	installment	3490.00	2030.00	3
2026-06	საყოფაცხოვრებო ტექნიკა,ჭურჭლის სარეცხი მანქანა	SHARP	installment	1380.00	800.00	1
2026-06	საყურე	N/A	installment	360.00	203.00	1
2026-06	სახლი & ეზო,აბაზანა,აბაზანის ავეჯი,აბაზანის კარადები	none	installment	430.00	244.11	1
2026-06	სახლი & ეზო,აბაზანა,უნიტაზი & ბიდეები	none	installment	610.00	322.95	2
2026-06	სახლი & ეზო,აბაზანა,ხელსაბანები & ნიჟარები	none	installment	100.00	45.08	1
2026-06	სახლი & ეზო,აუზი,აუზი & აქსესუარები	Bestway	installment	27787.00	14540.00	29
2026-06	სახლი & ეზო,აუზი,აუზი & აქსესუარები	INTEX	installment	1750.00	930.00	3
2026-06	სახლი & ეზო,აუზი,აუზი & აქსესუარები	none	installment	1020.00	490.00	4
2026-06	სახლი & ეზო,აუზი,აუზის მოვლა,აუზი & აქსესუარები	Bestway	installment	180.00	100.00	1
2026-06	სახლი & ეზო,აუზის ტენტი,აუზი & აქსესუარები	Bestway	installment	150.00	40.00	1
2026-06	სახლი & ეზო,აუზის ტენტი,აუზის მოვლა,აუზი & აქსესუარები	Bestway	installment	190.00	105.00	2
2026-06	სახლი & ეზო,ბატუტი	Bestway	installment	870.00	520.00	1
2026-06	სახლი & ეზო,ბატუტი	none	installment	7570.00	4525.00	11
2026-06	სახლი & ეზო,განათება,ტორშერი	none	installment	260.00	143.28	1
2026-06	სახლი & ეზო,მაღალი წნევით რეცხვის აპარატი,სახლის მოვლა	KARCHER GEORGIA	installment	3330.00	1828.00	3
2026-06	სახლი & ეზო,მაღალი წნევით რეცხვის აპარატი,სახლის მოვლა,აქსესუარები	KARCHER GEORGIA	installment	210.00	116.00	1
2026-06	სახლი & ეზო,ორთქლით საწმენდი აპარატი,სახლის მოვლა	FRANKO	installment	1130.00	634.00	2
2026-06	სახლი & ეზო,ორთქლით საწმენდი აპარატი,სახლის მოვლა	KARCHER GEORGIA	installment	580.00	316.00	1
2026-06	სახლი & ეზო,საკერავი მანქანა	Janome	installment	2210.00	1290.00	2
2026-06	სახლი & ეზო,სამზარეულოს აქსესუარების ნაკრები,დანა-ჩანგლის ნაკრები,სამზარეულო & სერვირება	none	installment	540.00	276.00	2
2026-06	სახლი & ეზო,სამზარეულოს აქსესუარების ნაკრები,სამზარეულო & სერვირება	ARSHIA	installment	140.00	101.00	1
2026-06	სახლი & ეზო,უთო	PHILIPS	installment	360.00	195.00	1
2026-06	სახლი & ეზო,უთო,ორთქლის უთო	BRAUN	installment	360.00	168.00	1
2026-06	სახლი & ეზო,ქიმწმენდის აპარატი,სახლის მოვლა	KARCHER GEORGIA	installment	660.00	360.00	1
2026-06	სილამაზე,თავის მოვლა,ელექტრო სავარცხელი	BABYLISS	installment	510.00	240.00	1
2026-06	სილამაზე,თავის მოვლა,ელექტრო სავარცხელი	FRANKO	installment	140.00	66.00	1
2026-06	სილამაზე,თავის მოვლა,თმის და წვერის საჭრელი	PHILIPS	installment	320.00	159.00	1
2026-06	სილამაზე,თავის მოვლა,თმის საშრობი	FRANKO	installment	340.00	186.00	2
2026-06	სილამაზე,თავის მოვლა,თმის საშრობი	REMINGTON	installment	230.00	101.00	1
2026-06	სილამაზე,თავის მოვლა,თმის სტაილერი	DREAME	installment	13860.00	7442.16	11
2026-06	სილამაზე,თავის მოვლა,თმის სტაილერი	SHARK	installment	4320.00	2520.00	5
2026-06	სილამაზე,თავის მოვლა,თმის უთო	DREAME	installment	1390.00	705.50	1
2026-06	სილამაზე,თავის მოვლა,თმის უთო	PHILIPS	installment	470.00	270.00	1
2026-06	სილამაზე,თავის მოვლა,თმის უთო	REMINGTON	installment	1300.00	735.00	4
2026-06	სილამაზე,თავის მოვლა,ტრიმერი	FRANKO	installment	340.00	164.00	2
2026-06	სილამაზე,თავის მოვლა,ტრიმერი	SENCOR	installment	170.00	94.00	1
2026-06	სილამაზე,თმის მოვლა,ელექტრო სავარცხელი	BABYLISS	installment	510.00	240.00	1
2026-06	სილამაზე,თმის მოვლა,თმის და წვერის საჭრელი	Panasonic	installment	250.00	154.00	1
2026-06	სილამაზე,თმის მოვლა,თმის საშრობი	Camry	installment	100.00	37.00	1
2026-06	სილამაზე,თმის მოვლა,თმის საშრობი	DREAME	installment	570.00	303.59	1
2026-06	სილამაზე,თმის მოვლა,თმის საშრობი	FRANKO	installment	270.00	149.00	1
2026-06	სილამაზე,თმის მოვლა,თმის საშრობი	none	installment	170.00	90.13	1
2026-06	სილამაზე,თმის მოვლა,თმის სტაილერი	DREAME	installment	25200.00	13469.29	20
2026-06	სილამაზე,თმის მოვლა,თმის სტაილერი	SHARK	installment	1640.00	960.00	2
2026-06	სილამაზე,თმის მოვლა,სასწორი	ARSHIA	installment	190.00	108.00	1
2026-06	სილამაზე,თმის მოვლა,ტრიმერი	Panasonic	installment	240.00	131.00	1
2026-06	სკუტერი	FRANKO	installment	3410.00	1802.00	2
2026-06	სმარტ გაჯეტები,დრონი	DJI	installment	3060.00	1349.00	1
2026-06	სმარტ გაჯეტები,ვიდეოკამერა	none	installment	2900.00	1699.15	1
2026-06	სპორტი & ფიტნესი,ლაშქრობა,კარვები & ტენტები	none	installment	320.00	150.00	2
2026-06	სპორტი & ფიტნესი,სპორტი,ველოსპორტი,ველოსიპედი	TRINX	installment	3570.00	2085.00	4
2026-06	სპორტი & ფიტნესი,სპორტი,ველოსპორტი,სკუტერი	FRANKO	installment	11730.00	5896.00	5
2026-06	სპორტი & ფიტნესი,სპორტი,ველოსპორტი,სკუტერი	MIQILONG	installment	220.00	80.63	1
2026-06	სპორტი & ფიტნესი,სპორტი,როლიკები	NEON	installment	430.00	165.41	1
2026-06	სპორტი & ფიტნესი,სპორტი,სკუტერი	FRANKO	installment	2520.00	1372.00	2
2026-06	სპორტი & ფიტნესი,სპორტი,ჰოვერბორდი	GOLDEN CHILD	installment	510.00	290.00	1
2026-06	ტაფა	BERLLONG	installment	120.00	64.50	1
2026-06	ტაფა,სახლი & ეზო,ტაფა-ქვაბი,სამზარეულო & სერვირება	none	installment	640.00	324.00	2
2026-06	ტელევიზორები & აუდიო,აუდიო სისტემები	Eden	installment	420.00	237.00	1
2026-06	ტელევიზორები & აუდიო,აუდიო სისტემები	TCL	installment	1630.00	949.00	1
2026-06	ტელევიზორები & აუდიო,დინამიკი	FRANKO	installment	1450.00	763.00	2
2026-06	ტელევიზორები & აუდიო,ტელევიზორები	FRANKO	installment	510.00	294.00	1
2026-06	ტელევიზორები & აუდიო,ტელევიზორები	Hisense	installment	580.00	335.00	1
2026-06	ტელევიზორები & აუდიო,ტელევიზორები	iFFALCON	installment	1310.00	818.00	2
2026-06	ტელევიზორები & აუდიო,ტელევიზორები	MARAZZI	installment	960.00	560.00	1
2026-06	ტელევიზორები & აუდიო,ტელევიზორები	TCL	installment	4280.00	2498.00	3
2026-06	ტელევიზორები & აუდიო,ტელევიზორები,ტელევიზორი	2E	installment	480.00	271.99	1
2026-06	ტელევიზორები & აუდიო,ტელევიზორები,ტელევიზორი	BEKO	installment	3290.00	1838.00	2
2026-06	ტელევიზორები & აუდიო,ტელევიზორები,ტელევიზორი	FRANKO	installment	9600.00	5611.00	8
2026-06	ტელევიზორები & აუდიო,ტელევიზორები,ტელევიზორი	Hisense	installment	17010.00	9830.00	14
2026-06	ტელევიზორები & აუდიო,ტელევიზორები,ტელევიზორი	MARAZZI	installment	1500.00	880.00	1
2026-06	ტელევიზორები & აუდიო,ტელევიზორები,ტელევიზორი	SAMSUNG	installment	11690.00	6774.00	5
2026-06	ტელევიზორები & აუდიო,ტელევიზორები,ტელევიზორი	SKYWORTH	installment	750.00	435.00	1
2026-06	ტელევიზორები & აუდიო,ტელევიზორები,ტელევიზორი	Sunny	installment	1900.00	1038.00	2
2026-06	ტელევიზორები & აუდიო,ტელევიზორები,ტელევიზორის აქსესუარები	N/A	installment	100.00	57.00	1
2026-06	ტელევიზორი 	2E	installment	2030.00	1184.64	3
2026-06	ტელევიზორი 	BEKO	installment	660.00	383.00	1
2026-06	ტელევიზორი 	FRANKO	installment	1720.00	1000.00	2
2026-06	ტელევიზორი 	Hisense	installment	11410.00	7295.00	4
2026-06	ტელევიზორი 	iFFALCON	installment	1340.00	799.00	1
2026-06	ტელევიზორი 	N/A	installment	1500.00	880.00	1
2026-06	ტელევიზორი 	SAMSUNG	installment	4690.00	2745.00	2
2026-06	ტელევიზორი 	SHARP	installment	2030.00	1190.00	1
2026-06	ტელევიზორი 	SKYWORTH	installment	2250.00	1305.00	3
2026-06	ტელევიზორი 	Sunny	installment	570.00	319.00	1
2026-06	ტელევიზორი 	TCL	installment	2490.00	1498.00	2
2026-06	ტელეფონი	Apple	installment	13080.00	8921.00	4
2026-06	ტელეფონი	HONOR	installment	52980.00	30102.00	45
2026-06	ტელეფონი	iPhone	installment	2700.00	1580.00	2
2026-06	ტელეფონი	OPPO	installment	15120.00	8790.00	8
2026-06	ტელეფონი	Oukitel	installment	670.00	424.00	1
2026-06	ტელეფონი	SAMSUNG	installment	52820.00	30609.00	43
2026-06	ტოსტერი	FRANKO	installment	270.00	149.00	1
2026-06	უთო	ARSHIA	single	130.00	118.00	1
2026-06	უთო	FRANKO	installment	170.00	83.00	1
2026-06	უთო	Panasonic	installment	140.00	53.00	1
2026-06	უთო	PHILIPS	installment	330.00	190.00	1
2026-06	ფლეისთეიშენი	SONY	installment	6620.00	3302.00	2
2026-06	ფოტო & ვიდეო,დრონი	DJI	installment	4850.00	2382.20	3
2026-06	ქვაბების ნაკრები	Ambition Noble	installment	200.00	107.07	1
2026-06	ქვაბების ნაკრები,სახლი & ეზო,სამზარეულო & სერვირება	ARDESTO	installment	930.00	497.58	3
2026-06	ქვაბი	N/A	installment	290.00	140.98	4
2026-06	ქვაბი,სახლი & ეზო,სამზარეულო & სერვირება	none	installment	590.00	320.00	1
2026-06	ქიმწმენდის აპარატი	KARCHER	installment	1210.00	664.00	1
2026-06	ქიმწმენდის აპარატი	SHARK	installment	720.00	480.00	1
2026-06	ყავის საფქვავი	DELONGHI	installment	140.00	76.00	1
2026-06	ჩასაშენებელი ზედაპირი	BEKO	installment	390.00	254.00	1
2026-06	ჩასაშენებელი ზედაპირი	Simfer	installment	580.00	335.00	1
2026-06	ჩასაშენებელი ღუმელი	Millen	installment	760.00	449.00	1
2026-06	ჩასაშენებელი ჭურჭლის სარეცხი მანქანა	BEKO	installment	1490.00	868.00	1
2026-06	ჩირის აპარატი	FRANKO	installment	280.00	139.00	1
2026-06	ჩოფერი	MIDEA	installment	90.00	53.00	1
2026-06	ცენტრალური გათბობის ქვაბი	MIDEA	installment	1550.00	1190.00	1
2026-06	ცენტრალური გათბობის ქვაბი	MIDEA	single	1800.00	1680.00	1
2026-06	წვრილი ტექნიკა,ბლენდერი	Ninja	installment	480.00	280.00	1
2026-06	წვრილი ტექნიკა,დანების კომპლექტი,სამზარეულო & სერვირება	ARDESTO	installment	240.00	130.72	1
2026-06	წვრილი ტექნიკა,კაპუჩინატორი	FRANKO	installment	200.00	83.00	1
2026-06	წვრილი ტექნიკა,მტვერსასრუტი	ARSHIA	installment	290.00	128.00	1
2026-06	წვრილი ტექნიკა,მტვერსასრუტი	BEKO	installment	1260.00	772.00	4
2026-06	წვრილი ტექნიკა,მტვერსასრუტი	Bosch	installment	5580.00	3207.00	2
2026-06	წვრილი ტექნიკა,მტვერსასრუტი	DREAME	installment	8200.00	4517.15	5
2026-06	წვრილი ტექნიკა,მტვერსასრუტი	Electrolux	installment	1360.00	792.00	1
2026-06	წვრილი ტექნიკა,მტვერსასრუტი	FRANKO	installment	3500.00	1872.00	10
2026-06	წვრილი ტექნიკა,მტვერსასრუტი	GORENJE	installment	580.00	339.00	1
2026-06	წვრილი ტექნიკა,მტვერსასრუტი	Hisense	installment	1740.00	925.00	6
2026-06	წვრილი ტექნიკა,მტვერსასრუტი	KARCHER GEORGIA	installment	10050.00	5614.33	13
2026-06	წვრილი ტექნიკა,მტვერსასრუტი	MIDEA	installment	1930.00	1105.00	4
2026-06	წვრილი ტექნიკა,მტვერსასრუტი	SAMSUNG	installment	1460.00	765.00	3
2026-06	წვრილი ტექნიკა,მტვერსასრუტი	SENCOR	installment	1630.00	933.00	2
2026-06	წვრილი ტექნიკა,მტვერსასრუტი	Zilan	installment	140.00	95.00	1
2026-06	წვრილი ტექნიკა,რობოტი მტვერსასრუტი	DREAME	installment	7380.00	4044.71	4
2026-06	წვრილი ტექნიკა,რობოტი მტვერსასრუტი	KARCHER GEORGIA	installment	870.00	716.00	1
2026-06	წვრილი ტექნიკა,რობოტი მტვერსასრუტი	MIDEA	installment	5190.00	3030.00	3
2026-06	წვრილი ტექნიკა,სამზარეულოს აქსესუარების ნაკრები,სამზარეულო & სერვირება	BERLLONG	installment	140.00	65.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,აეროგრილი	ARSHIA	installment	610.00	541.00	2
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,აეროგრილი	FRANKO	installment	520.00	251.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,აეროგრილი	GORENJE	installment	240.00	136.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,აეროგრილი	Hisense	installment	1630.00	910.00	6
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,აეროგრილი	MIDEA	installment	4860.00	2771.00	11
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,აეროგრილი	Ninja	installment	8380.00	4880.00	8
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,აეროგრილი	none	installment	920.00	490.71	2
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,აეროგრილი	NUTRIBULLET	installment	580.00	293.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ბლენდერი	ARSHIA	installment	410.00	278.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ბლენდერი	Bosch	installment	710.00	288.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ბლენდერი	FRANKO	installment	220.00	119.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ბლენდერი	MIDEA	installment	1380.00	744.00	9
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ბლენდერი	Ninja	installment	620.00	360.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ბლენდერი,ხელის ბლენდერი	ARZUM	installment	150.00	87.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ბლენდერი,ხელის ბლენდერი	BRAUN	installment	390.00	232.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ბლენდერი,ხელის ბლენდერი	FRANKO	installment	370.00	208.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ბლენდერი,ხელის ბლენდერი	MIDEA	installment	810.00	460.00	4
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,დანების კომპლექტი,სახლი & ეზო,სამზარეულო & სერვირება	ARDESTO	installment	70.00	30.71	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ელექტრო ღუმელი	FRANKO	installment	1030.00	555.00	3
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ელექტრო ღუმელი	Hisense	installment	820.00	460.00	2
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ელექტრო ღუმელი	Millen	installment	180.00	119.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ელექტრო ჩაიდანი	ARSHIA	installment	190.00	108.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,მიკროტალღური ღუმელი	ARSHIA	installment	1860.00	1000.00	5
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,მიკროტალღური ღუმელი	Hisense	installment	1320.00	730.00	3
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,მიკროტალღური ღუმელი	MIDEA	installment	1350.00	765.00	4
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,მიქსერი	ARDESTO	installment	980.00	458.22	2
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,მიქსერი	ARSHIA	installment	180.00	100.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,მიქსერი	BEKO	installment	130.00	68.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,მიქსერი	FRANKO	installment	1250.00	667.00	3
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,პურის საცხობი	FRANKO	installment	630.00	334.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,სამზარეულოს კომბაინი	SENCOR	installment	720.00	311.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,სლაშის აპარატი	Ninja	installment	1250.00	879.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ტოსტერი	FRANKO	installment	380.00	191.00	2
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ტოსტერი	SENCOR	installment	180.00	95.60	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ტოსტერი,გრილ ტოსტერი	BRAUN	installment	1600.00	900.00	2
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ტოსტერი,გრილ ტოსტერი	FRANKO	installment	310.00	149.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,უთო,ორთქლის უთო	FRANKO	installment	760.00	386.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,უთო,ორთქლის უთო	FRANKO	single	250.00	231.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,უთო,ორთქლის უთო	none	installment	240.00	125.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ყავის აპარატი	BEKO	installment	1770.00	1035.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ყავის აპარატი	DELONGHI	installment	1420.00	740.00	2
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ყავის აპარატი	Ninja	installment	9260.00	5437.00	3
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ყინულის აპარატი	Camry	installment	610.00	295.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ჩაის დასაყენებელი	ARSHIA	installment	330.00	249.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ჩოფერი	MIDEA	installment	90.00	53.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,წვენსაწური	FRANKO	installment	200.00	113.00	1
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ხორცსაკეპი	ARSHIA	installment	640.00	360.00	2
2026-06	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ხორცსაკეპი	FRANKO	installment	280.00	159.00	1
2026-06	წვრილი ტექნიკა,ტაფა,სამზარეულო & სერვირება	TEFAL	installment	320.00	173.00	1
2026-06	წვრილი ტექნიკა,ტაფა,სახლი & ეზო,ბლინის ტაფა,სამზარეულო & სერვირება	FRANKO	installment	80.00	37.00	1
2026-06	წვრილი ტექნიკა,უთო	PHILIPS	installment	330.00	190.00	1
2026-06	წვრილი ტექნიკა,უთო,ორთქლის გენერატორი	FRANKO	installment	660.00	361.00	3
2026-06	წვრილი ტექნიკა,უთო,ორთქლის უთო	ARZUM	installment	300.00	174.00	2
2026-06	წვრილი ტექნიკა,უთო,ორთქლის უთო	FRANKO	installment	760.00	386.00	1
2026-06	წვრილი ტექნიკა,ყავის აპარატი	BEKO	installment	590.00	343.00	1
2026-06	წვრილი ტექნიკა,ყავის აპარატი	DELONGHI	installment	4550.00	2827.00	2
2026-06	წვრილი ტექნიკა,ყავის აპარატი	Grundig	installment	710.00	391.00	1
2026-06	წყლის დისპენსერი	BEKO	installment	530.00	303.00	1
2026-06	წყლის დისპენსერი	FRANKO	installment	740.00	420.00	2
2026-06	წყლის დისპენსერი	Millen	installment	620.00	359.00	1
2026-06	ჭაღი	N/A	installment	80.00	41.25	1
2026-06	ჭურჭლის სარეცხი მანქანა	BEKO	installment	3280.00	1919.00	2
2026-06	ჭურჭლის სარეცხი მანქანა	MIDEA	installment	4140.00	2570.00	3
2026-06	ხელის ბლენდერი	ARZUM	installment	120.00	63.00	1
2026-06	ხელის ბლენდერი	MIDEA	installment	200.00	115.00	1
2026-06	ხელსაწყოები,ბაღის ხელსაწყოები,ბაღის მოტო & ელექტრო ინსტრუმენტები	INGCO	installment	1370.00	763.50	2
2026-06	ხელსაწყოები,ბაღის ხელსაწყოები,ბაღის მოტო და ელექტრო ინსტრუმენტები	INGCO	installment	630.00	363.00	1
2026-06	ხელსაწყოები,ბაღის ხელსაწყოები,ბაღის მოტო და ელექტრო ინსტრუმენტები	N/A	installment	390.00	227.05	1
2026-06	ხელსაწყოები,ბაღის ხელსაწყოები,ბაღის მოტო და ელექტრო ინსტრუმენტები	none	installment	1540.00	877.05	3
2026-06	ხელსაწყოები,ბაღის ხელსაწყოები,ბაღის მტვერსასრუტი	none	installment	380.00	200.60	1
2026-06	ხელსაწყოები,ბაღის ხელსაწყოები,ხელის მოტობლოკი	ROYAL TURBO	installment	3830.00	2100.00	1
2026-06	ხელსაწყოები,შედუღების მოწყობილობა & აპარატი	INGCO	installment	550.00	293.00	1
2026-06	ხელსაწყოები,ხერხები,ტორსული ხერხი	none	installment	1020.00	615.00	1
2026-06	ხორცის მანქანა	ARSHIA	installment	320.00	180.00	1
2026-06	ხორცის მანქანა	N/A	installment	490.00	435.00	1
2026-06	ჰოვერბორდი	GOLDEN CHILD	installment	510.00	1.00	1
2026-07		none	installment	4550.00	2615.00	3
2026-07		SAMSUNG	installment	540.00	304.00	1
2026-07	N/A	N/A	installment	6240.00	4800.00	1
2026-07	აეროგრილი	BEKO	installment	560.00	319.00	1
2026-07	აეროგრილი	Hisense	installment	270.00	150.00	1
2026-07	აეროგრილი	MIDEA	installment	695.00	540.00	2
2026-07	აეროგრილი	Ninja	installment	560.00	320.00	1
2026-07	აეროგრილი,აეროგრილი & გრილი	BRAUN	installment	510.00	304.00	1
2026-07	ავეჯი	N/A	installment	8090.00	4589.78	12
2026-07	ავეჯი	none	installment	3000.00	1851.62	4
2026-07	ავეჯი	ბრენდის გარეშე	installment	5580.00	3347.58	4
2026-07	ავეჯი,გარე ავეჯი,ბაღის საქანელები	Comfort Room	installment	1260.00	670.00	1
2026-07	ავეჯი,გარე ავეჯი,გარე ავეჯის კომპლექტი	none	installment	10240.00	5940.49	10
2026-07	ავეჯი,გარე ავეჯი,გარე მაგიდა	none	installment	90.00	47.00	1
2026-07	ავეჯი,გარე ავეჯი,შეზლონგი	Comfort Room	installment	520.00	210.00	2
2026-07	ავეჯი,დივანი	none	installment	9540.00	5575.00	5
2026-07	ავეჯი,დივანი,რბილი ავეჯი	none	installment	13150.00	7695.00	6
2026-07	ავეჯი,მატრასი	none	installment	2680.00	1566.00	2
2026-07	ავეჯი,მატრასი,საძინებელი	none	installment	1135.00	660.00	2
2026-07	ავეჯი,მისაღები	none	installment	580.00	340.00	1
2026-07	ავეჯი,რბილი ავეჯი,სამეული	none	installment	1960.00	1145.00	1
2026-07	ავეჯი,საძინებელი,საძინებელის კომპლექტი	SAGA	installment	3820.00	2240.00	1
2026-07	ავეჯი,საწოლი,საძინებელი	none	installment	1150.00	680.00	1
2026-07	ავეჯი,სკამი	none	installment	780.00	401.76	6
2026-07	ავეჯი,ყავის მაგიდა,რბილი ავეჯი,მისაღები	none	installment	460.00	220.00	1
2026-07	ავეჯი,ხალიჩა	none	installment	80.00	41.60	1
2026-07	აივნის მაგიდა + 2 სკამი	N/A	installment	220.00	120.00	1
2026-07	აკუმულატორი	MUTLU	installment	630.00	345.00	1
2026-07	აუზი	Bestway	installment	9160.00	4900.00	9
2026-07	აუზი	INTEX	installment	3020.00	1595.00	5
2026-07	აუზი,აუზი & აქსესუარები	none	installment	850.00	445.00	5
2026-07	აუზი,აუზი & აქსესუარები,ეზო & გარე სივრცე	Bestway	installment	4260.00	2300.00	1
2026-07	აქსესუარები,ბეჭედი	ZAG BIJOUX	installment	190.00	110.00	1
2026-07	აქსესუარები,საათები,მამაკაცის საათები	CLAUDE BERNARD	installment	1740.00	1018.00	2
2026-07	აქსესუარები,საათები,ქალის საათები	Casio	installment	190.00	106.00	1
2026-07	აქსესუარები,სამაჯური,ქალის სამაჯური	ZAG BIJOUX	installment	250.00	140.00	1
2026-07	აქსესუარები,საფულე	N/A	installment	220.00	123.00	1
2026-07	აქსესუარები,ქალის საათები	CITIZEN	installment	1340.00	781.00	1
2026-07	ბავშვთა სამყარო,სასადილო სკამი	none	installment	610.00	350.00	1
2026-07	ბავშვთა სამყარო,საწოლ-მანეჟები	none	installment	1200.00	700.00	3
2026-07	ბავშვთა სამყარო,ჭოჭინები	none	installment	480.00	285.00	2
2026-07	ბალახის სათიბი	INGCO	installment	630.00	363.00	1
2026-07	ბალიში	N/A	installment	200.00	100.76	4
2026-07	ბატუტი	Bestway	installment	910.00	750.00	1
2026-07	ბატუტი	N/A	installment	1570.00	909.00	3
2026-07	ბატუტი	N/A	single	380.00	359.00	1
2026-07	ბატუტი	ბრენდის გარეშე	installment	2060.00	1038.00	2
2026-07	ბაღის ავეჯის კომპლექტი	N/A	installment	440.00	256.62	1
2026-07	ბაღის საქანელა	N/A	installment	2540.00	1498.00	4
2026-07	ბაღის ხელსაწყოები,ბაღის მოტო და ელექტრო ინსტრუმენტები,ეზო & გარე სივრცე	none	installment	580.00	339.70	1
2026-07	ბაღის ხელსაწყოები,ბაღის მოტო და ელექტრო ინსტრუმენტები,ეზო & გარე სივრცე	WADFOW	installment	480.00	279.40	1
2026-07	ბაღის ხელსაწყოები,ხელის მოტობლოკი,ეზო & გარე სივრცე	none	installment	1880.00	1100.00	1
2026-07	ბენზოხერხი	N/A	installment	530.00	309.66	1
